Precio;Años;kilómetros;Tipo de combustible;HP;MetColor;Automático;CC;puertas;Peso
8490;62;90000;Gasolina;110;0;0;1600;3;1050
8750;60;89576;Gasolina;110;0;0;1600;4;1035
9750;64;89145;Gasolina;86;1;0;1300;3;1025
9950;63;89000;Gasolina;110;1;0;1600;5;1085
8500;68;88807;Gasolina;110;0;0;1600;3;1050
8450;63;88685;Gasolina;110;0;0;1600;5;1070
7900;62;88667;Gasolina;110;1;0;1600;4;1040
8750;57;88480;Gasolina;110;1;0;1600;3;1050
7950;61;88127;Gasolina;86;0;0;1300;3;1015
6900;62;88000;Gasolina;86;0;0;1300;3;1020
8150;;87821;Gasolina;86;1;0;1300;3;1015
10995;59;87654;Gasolina;86;1;1;1300;5;1065
8900;59;86888;Gasolina;110;1;0;1600;3;1050
9500;59;86871;Gasolina;86;1;0;1300;5;1040
8950;68;86714;Gasolina;110;1;0;1600;4;1035
11500;;85889;Gasolina;110;0;0;1600;3;1065
10450;62;85000;Gasolina;110;1;0;1600;3;1050
10500;60;85000;Gasolina;86;1;0;1300;3;1025
9250;68;84976;Gasolina;110;1;0;1600;4;1035
10950;;84558;Gasolina;110;1;0;1600;5;1120
10450;62;84549;Gasolina;110;0;0;1600;5;1075
9250;68;84482;Gasolina;110;1;0;1600;5;1075
8750;62;83908;Gasolina;110;1;0;1600;5;1070
8750;67;83560;Gasolina;86;0;0;1300;3;1015
9800;68;83000;Gasolina;107;1;1;1600;5;1100
8250;64;82723;Gasolina;86;0;0;1300;3;1015
10450;62;82421;Gasolina;110;1;0;1600;3;1065
9750;58;82254;Gasolina;110;0;0;1600;5;1050
8950;61;82115;Gasolina;110;1;0;1600;3;1055
7450;;82000;Gasolina;86;1;0;1300;3;1015
8450;68;81965;Gasolina;86;1;0;1300;5;1035
8250;66;81250;Gasolina;110;0;0;1600;3;1050
10950;;81192;Gasolina;110;1;0;1600;3;1065
8950;61;81170;Gasolina;110;1;0;1600;4;1040
8750;66;81083;Gasolina;86;0;0;1300;3;1015
10450;61;80714;Gasolina;110;1;0;1600;5;1075
10950;57;80470;Gasolina;110;0;0;1600;5;1085
8450;;80439;Gasolina;110;1;0;1600;4;1035
9950;59;80430;Gasolina;110;1;0;1600;3;1065
9950;68;80426;Gasolina;110;1;0;1600;3;1055
8750;62;80265;Gasolina;86;0;0;1300;3;1015
9950;;80153;Gasolina;110;0;0;1600;5;1070
9500;68;80121;Gasolina;110;0;0;1600;5;1070
8250;;80086;Gasolina;110;1;0;1600;4;1035
10950;62;80000;Gasolina;110;0;0;1600;5;1075
7950;60;80000;Gasolina;86;0;0;1300;5;1015
8250;;80000;Gasolina;86;1;0;1300;2;1015
9895;67;79858;Gasolina;110;1;0;1600;4;1040
9130;67;79762;Gasolina;86;1;0;1300;3;1015
10950;59;79660;Gasolina;86;0;1;1300;5;1065
10500;60;79150;Gasolina;110;1;0;1600;5;1075
8900;61;79000;Gasolina;110;1;0;1600;3;1050
9500;57;78955;Gasolina;86;1;0;1300;5;1045
10950;59;78750;Diesel;90;1;0;1975;5;1155
7950;68;78521;Gasolina;86;0;0;1300;3;1015
7950;64;78356;Gasolina;86;1;0;1300;3;1015
7950;;78076;Gasolina;86;1;0;1300;3;1015
9500;61;78063;Gasolina;107;1;1;1600;5;1100
10950;67;77821;Gasolina;110;1;0;1600;5;1075
9750;68;77695;Gasolina;110;1;0;1600;4;1035
9750;;77500;Gasolina;110;1;0;1600;3;1050
9450;63;77457;Gasolina;110;1;0;1600;3;1055
8950;68;77029;Gasolina;86;1;0;1300;3;1015
8950;68;77008;Gasolina;86;1;0;1300;3;1015
8900;66;76791;Gasolina;110;1;0;1600;5;1070
9950;61;76700;Gasolina;86;1;0;1300;5;1035
8750;67;76569;Gasolina;86;1;0;1300;3;1020
8950;59;76162;Gasolina;110;1;0;1600;5;1075
8990;;76155;Gasolina;110;1;0;1600;4;1035
8950;61;75609;Gasolina;86;1;0;1300;3;1015
8950;62;75569;Diesel;72;1;0;2000;3;1120
9950;67;75429;Gasolina;110;1;0;1600;3;1065
9900;68;75000;Gasolina;110;1;0;1600;5;1075
8950;;75000;Gasolina;86;0;0;1300;3;1015
8950;62;75000;Gasolina;110;1;0;1600;5;1070
9500;66;74963;Gasolina;107;0;1;1600;3;1085
7950;68;74889;Gasolina;86;1;0;1300;3;1015
7750;68;74875;Gasolina;110;0;0;1600;5;1070
8950;63;74747;Gasolina;110;1;0;1600;5;1075
11950;60;74720;Gasolina;110;1;0;1600;5;1085
8950;62;74457;Gasolina;110;0;0;1600;5;1075
11950;60;74337;Gasolina;86;0;0;1300;5;1035
8950;68;74308;Gasolina;110;0;0;1600;3;1050
9950;64;74193;Gasolina;110;0;0;1600;3;1050
8250;;74179;Gasolina;110;1;0;1600;3;1050
8995;67;73936;Gasolina;86;1;0;1300;5;1050
9995;61;73894;Gasolina;110;1;0;1600;3;1065
9250;64;73500;Gasolina;110;1;0;1600;3;1050
10950;64;73376;Gasolina;110;0;0;1600;5;1070
8900;64;73300;Gasolina;86;1;0;1300;3;1015
9500;58;73172;Gasolina;110;1;0;1600;5;1075
9950;58;72928;Gasolina;110;1;0;1600;5;1075
7950;67;72880;Gasolina;86;1;0;1332;3;1015
8250;63;72522;Gasolina;110;1;0;1600;3;1050
9450;64;72000;Gasolina;86;1;0;1300;3;1015
7950;57;72000;Gasolina;86;0;0;1300;3;1015
9500;59;71366;Gasolina;110;0;0;1600;3;1065
8950;;71317;Gasolina;110;0;0;1600;3;1050
10950;62;71000;Gasolina;110;0;0;1600;5;1070
8950;60;70954;Gasolina;110;0;0;1600;3;1050
9450;63;70908;Gasolina;86;0;0;1300;5;1035
8000;58;70560;Gasolina;110;1;0;1600;3;1050
9900;67;70552;Gasolina;110;0;0;1600;5;1075
8950;62;70500;Gasolina;110;1;0;1600;5;1035
10900;60;70453;Diesel;72;0;0;2000;5;1135
9450;59;70218;Gasolina;110;1;0;1600;3;1050
8450;64;70116;Gasolina;110;1;0;1600;4;1035
9500;;70068;Gasolina;110;1;0;1600;5;1075
10500;67;70000;Gasolina;107;1;1;1587;3;1065
6950;68;70000;Gasolina;86;1;0;1300;3;1015
9750;68;69103;Gasolina;110;0;0;1600;4;1035
6950;58;69022;Gasolina;86;1;0;1300;5;1035
9650;67;69000;Gasolina;110;1;0;1600;3;1065
9950;68;68865;Gasolina;110;1;0;1600;3;1065
9250;58;68723;Gasolina;86;0;0;1300;3;1025
8950;63;68453;Gasolina;110;1;0;1600;5;1070
9900;63;68238;Gasolina;86;0;0;1300;5;1050
10995;63;68153;Gasolina;110;1;0;1600;5;1085
10500;;68000;Gasolina;110;0;0;1600;5;1075
8950;;68000;Gasolina;86;1;0;1300;3;1015
9750;67;67762;Gasolina;110;1;0;1600;3;1065
10950;68;67146;Gasolina;110;1;0;1600;5;1075
9750;67;67110;Gasolina;86;1;0;1300;5;1035
9950;59;67010;Gasolina;110;1;0;1600;3;1065
10500;;67003;Gasolina;110;1;0;1600;4;1035
10400;68;66785;Gasolina;86;0;1;1300;3;1045
8800;68;66550;Gasolina;86;0;0;1332;3;1010
10500;61;66259;Gasolina;110;1;0;1600;3;1065
9250;62;66082;Gasolina;110;0;0;1600;5;1070
7800;;66000;Gasolina;86;1;0;1300;3;1015
9950;61;66000;Gasolina;110;0;0;1600;3;1050
10750;63;65896;Gasolina;110;1;0;1600;3;1065
10950;67;65785;Gasolina;110;1;0;1600;5;1075
9950;;65513;Gasolina;110;1;1;1600;4;1070
9950;59;65463;Gasolina;110;1;0;1600;5;1070
8100;68;65400;Gasolina;86;1;0;1300;4;1000
9250;60;65259;Gasolina;110;1;0;1600;3;1050
7800;64;65000;Gasolina;110;1;0;1600;3;1050
9000;68;65000;Gasolina;110;0;0;1600;5;1070
8950;57;65000;Gasolina;110;0;0;1600;4;1035
8950;62;64966;Gasolina;86;0;0;1300;3;1020
9950;68;64950;Gasolina;110;1;0;1600;5;1075
8500;60;64914;Gasolina;110;1;0;1600;5;1070
7995;62;64797;Gasolina;110;1;0;1600;5;1075
8750;;64772;Gasolina;110;1;0;1600;3;1050
9750;63;64690;Gasolina;86;0;0;1300;3;1020
10950;;64630;Gasolina;110;0;0;1600;5;1070
9750;67;64613;Gasolina;110;1;0;1600;5;1085
8200;60;64383;Gasolina;86;0;0;1300;3;1015
8950;68;64000;Gasolina;110;0;0;1600;5;1075
9500;66;63881;Gasolina;86;0;0;1300;3;1015
10950;58;63870;Diesel;72;0;0;2000;5;1135
9750;66;63328;Gasolina;86;0;1;1300;5;1065
9950;;63000;Gasolina;86;1;1;1300;5;1065
10450;61;63000;Gasolina;86;0;1;1300;3;1050
9850;;62396;Gasolina;110;0;0;1600;3;1050
9450;62;62377;Gasolina;110;1;0;1600;5;1075
10295;67;62316;Gasolina;110;1;0;1600;3;1050
9750;68;62292;Gasolina;110;1;0;1600;3;1065
8950;;62225;Gasolina;110;1;0;1600;3;1050
9900;68;62222;Gasolina;110;0;0;1600;5;1075
8750;66;62135;Gasolina;86;1;0;1300;5;1035
9950;58;62024;Gasolina;110;1;0;1600;5;1075
8500;60;61977;Gasolina;86;1;0;1300;3;1015
9950;62;61930;Gasolina;110;1;0;1600;4;1035
10950;57;61682;Gasolina;110;0;0;1600;3;1050
9795;68;61568;Gasolina;110;1;0;1600;4;1035
8750;68;61504;Gasolina;110;1;0;1600;4;1035
8250;;61384;Gasolina;110;1;0;1600;3;1050
9950;58;61343;Gasolina;110;1;0;1600;5;1075
9950;62;61254;Gasolina;110;0;0;1600;5;1075
10500;59;61166;Gasolina;110;1;0;1600;3;1050
9750;62;61149;Gasolina;86;1;0;1300;5;1040
11250;61;61144;Gasolina;110;1;0;1600;5;1090
8900;59;61127;Gasolina;110;1;0;1600;3;1050
7950;60;61100;Gasolina;86;1;0;1300;3;1015
11500;68;61100;Gasolina;110;1;0;1600;5;1075
9450;57;61000;Gasolina;110;1;0;1600;3;1050
7995;;60724;Gasolina;86;1;0;1300;3;1015
10995;59;60708;Gasolina;86;1;0;1300;5;1045
8950;61;60532;Gasolina;110;1;0;1600;3;1050
8250;67;60000;Gasolina;86;0;1;1300;4;1030
8950;66;60000;Gasolina;86;1;0;1300;3;1015
8950;;60000;Gasolina;86;1;0;1300;3;1015
9500;62;59295;Gasolina;86;0;0;1300;5;1035
7500;;59264;Gasolina;86;0;0;1300;3;1015
8950;63;59000;Gasolina;110;0;0;1600;3;1050
9950;63;59000;Gasolina;86;1;0;1300;5;1035
9750;;59000;Gasolina;110;0;0;1600;5;1075
9450;61;59000;Gasolina;110;1;0;1600;5;1070
9950;;59000;Gasolina;110;0;0;1600;3;1050
9750;68;58860;Gasolina;110;1;0;1600;3;1055
8950;;58829;Gasolina;110;0;0;1600;3;1050
8250;66;58654;Gasolina;110;1;0;1600;5;1070
7750;;58300;Gasolina;86;1;0;1300;3;1015
8950;60;58269;Gasolina;110;1;0;1600;3;1050
9950;64;58136;Gasolina;110;1;0;1600;5;1075
9450;66;58113;Gasolina;107;1;1;1600;3;1085
12950;67;58058;Gasolina;110;1;0;1600;3;1065
9950;58;58000;Gasolina;110;1;0;1600;3;1050
10495;62;58000;Gasolina;110;1;0;1600;3;1065
7950;68;57565;Gasolina;86;1;0;1300;5;1035
10500;63;57413;Gasolina;107;0;1;1600;5;1115
8950;;57374;Gasolina;110;1;0;1600;5;1075
9900;62;57179;Gasolina;110;1;0;1600;5;1075
9995;61;57169;Gasolina;110;1;0;1600;3;1065
9950;63;57124;Gasolina;110;1;0;1600;3;1065
9950;63;57000;Gasolina;110;1;0;1600;3;1050
8250;67;57000;Gasolina;110;0;0;1600;3;1050
9950;63;57000;Gasolina;86;1;0;1300;5;1035
8950;59;56259;Gasolina;86;0;0;1300;3;1015
10950;62;56209;Gasolina;107;1;1;1600;3;1080
9250;67;56074;Gasolina;86;0;0;1300;4;1000
9950;63;55942;Gasolina;110;1;0;1600;5;1070
9995;57;55844;Gasolina;86;1;0;1300;5;1045
8750;61;55747;Gasolina;86;0;0;1300;3;1020
10950;58;55478;Gasolina;86;0;0;1300;5;1045
10350;60;55085;Gasolina;107;0;1;1600;5;1105
9950;;55061;Gasolina;110;1;0;1600;5;1070
8950;;55000;Gasolina;86;1;0;1300;3;1015
10950;57;55000;Gasolina;110;0;0;1600;5;1075
10950;63;54936;Gasolina;110;1;0;1600;5;1075
8950;68;54875;Gasolina;110;1;0;1600;5;1070
8900;67;54847;Gasolina;110;0;0;1600;3;1050
10250;60;54554;Gasolina;110;1;0;1600;3;1065
9450;61;54125;Gasolina;110;1;0;1600;5;1035
9250;61;54000;Gasolina;110;1;0;1600;3;1055
10500;57;54000;Gasolina;110;1;0;1600;5;1075
7350;58;54000;Gasolina;86;0;0;1300;5;1035
10250;57;54000;Gasolina;110;1;0;1600;3;1135
10250;62;53285;Gasolina;110;1;0;1600;5;1075
11500;;53053;Gasolina;110;1;0;1600;5;1075
8950;68;53000;Gasolina;110;1;1;1587;3;1075
7750;68;53000;Gasolina;86;0;0;1300;3;1015
9500;64;52968;Gasolina;110;1;0;1600;3;1050
8450;67;52800;Gasolina;86;1;0;1300;3;1015
8950;57;52548;Gasolina;110;0;0;1600;3;1050
8400;60;52487;Gasolina;110;1;0;1600;4;1035
9250;66;52383;Gasolina;86;0;0;1300;3;1015
8900;61;52112;Gasolina;110;1;0;1600;4;1035
8750;58;51712;Gasolina;110;0;0;1600;3;1050
10950;58;51421;Gasolina;110;0;1;1600;5;1105
8950;61;51235;Gasolina;86;1;0;1300;4;1000
8950;;51000;Gasolina;86;1;0;1300;3;1015
8895;61;50925;Gasolina;110;1;0;1600;5;1070
9390;66;50806;Gasolina;86;0;0;1300;3;1480
8750;59;50469;Gasolina;110;1;0;1600;5;1070
9750;61;50173;Gasolina;110;1;0;1600;5;1075
9950;62;50000;Gasolina;110;1;0;1600;5;1075
10950;;49942;Gasolina;110;0;0;1600;3;1065
9900;67;49585;Gasolina;110;0;0;1600;5;1085
9500;62;49258;Gasolina;110;1;0;1600;4;1035
9950;61;49000;Gasolina;110;0;0;1600;3;1050
9950;63;48738;Gasolina;110;0;0;1600;5;1055
10500;62;47750;Gasolina;86;1;0;1300;5;1040
9950;63;47612;Gasolina;86;0;0;1300;3;1015
10495;68;47500;Gasolina;86;1;0;1300;5;1035
9500;66;47237;Gasolina;110;0;0;1600;3;1050
8500;58;47171;Gasolina;86;1;0;1300;3;1015
10450;60;47060;Gasolina;110;0;0;1600;4;1035
8950;;47014;Gasolina;86;1;0;1300;3;1015
9900;59;46929;Gasolina;86;1;0;1300;3;1025
8900;63;46000;Gasolina;86;0;0;1300;5;1035
8745;;45681;Gasolina;110;0;0;1600;3;1050
8750;;45549;Gasolina;86;1;0;1300;3;1015
10750;57;45000;Gasolina;110;1;0;1600;5;1050
9750;57;45000;Gasolina;110;1;0;1600;3;1050
8850;;45000;Gasolina;110;0;0;1600;5;1075
7950;66;45000;Gasolina;86;1;0;1300;5;1035
9450;63;45000;Gasolina;110;1;0;1600;4;1035
9950;61;45000;Gasolina;107;0;1;1600;3;1085
8250;63;44944;Gasolina;110;1;0;1600;4;1035
9950;61;44597;Gasolina;86;0;0;1300;3;1015
9995;68;44458;Gasolina;86;0;0;1300;3;1015
9950;59;43818;Gasolina;110;0;0;1600;5;1070
10495;60;43426;Gasolina;110;1;0;1600;5;1070
7950;58;43000;GNC;110;1;1;1600;4;1114
8950;68;43000;Gasolina;110;1;0;1600;5;1035
9695;57;43000;Gasolina;110;0;0;1600;5;1075
7750;64;43000;Gasolina;86;0;0;1300;3;1015
9950;68;42750;Gasolina;110;1;0;1600;3;1050
9950;67;42102;Gasolina;110;1;0;1600;5;1075
9950;63;41586;Gasolina;110;1;0;1600;5;1114
9900;64;41200;Gasolina;110;0;0;1600;5;1070
10950;57;40214;Gasolina;86;0;0;1300;3;1025
8950;60;40000;Gasolina;86;1;0;1300;4;1000
8950;66;39222;Gasolina;86;1;1;1300;3;1045
8250;66;39144;Gasolina;110;1;0;1600;3;1050
10250;62;39000;Gasolina;110;1;0;1600;5;1075
8750;61;38019;Gasolina;110;1;0;1600;5;1070
9750;68;37759;Gasolina;110;1;0;1600;5;1070
10950;61;37500;Gasolina;110;0;0;1600;5;1085
10950;60;37111;Gasolina;110;1;0;1600;3;1050
9750;62;37000;Gasolina;86;0;0;1300;3;1015
8900;59;36954;Gasolina;110;1;0;1600;3;1050
9500;60;36943;Gasolina;110;0;0;1600;5;1070
9950;63;36923;Gasolina;86;0;0;1300;5;1050
9950;66;36658;Gasolina;110;0;0;1600;3;1050
8250;;36000;Gasolina;86;1;0;1300;3;1015
10450;;36000;Gasolina;110;1;0;1600;3;1065
10950;62;35512;Gasolina;110;1;0;1600;3;1065
9250;;35283;Gasolina;86;1;0;1300;3;1015
8900;68;35000;Gasolina;110;1;0;1600;3;1050
10900;57;35000;Gasolina;86;1;0;1300;5;1045
9750;64;34114;Gasolina;110;0;0;1600;3;1050
11950;58;34000;Gasolina;110;0;0;1600;5;1075
7900;68;33847;Gasolina;86;1;0;1300;4;1000
10900;57;33535;Gasolina;110;0;0;1600;4;1035
10450;;33000;Gasolina;110;0;0;1600;3;1050
10950;59;32150;Gasolina;110;1;0;1600;5;1085
9950;;31588;Gasolina;86;1;0;1300;3;1015
10750;60;31480;Gasolina;110;1;0;1600;3;1065
9900;57;31307;Gasolina;110;1;0;1600;5;1070
10750;68;31000;Gasolina;110;1;0;1600;4;1035
10450;58;30634;Gasolina;110;1;0;1600;5;1075
9450;68;30300;Gasolina;86;1;0;1300;4;1000
10750;60;28500;Gasolina;86;1;1;1300;3;1045
10950;60;28500;Gasolina;110;0;0;1600;5;1075
10000;57;28000;Gasolina;86;0;0;1300;3;1015
10500;68;26698;Gasolina;110;0;0;1600;3;1055
12500;62;26000;Gasolina;107;0;1;1600;3;1085
8950;62;25505;Gasolina;86;1;0;1300;5;1035
10500;58;25000;Gasolina;110;1;0;1600;5;1075
9245;66;22835;Gasolina;110;1;0;1600;3;1050
10950;59;22705;Gasolina;110;1;0;1600;5;1075
9500;63;22178;Gasolina;86;1;0;1300;3;1015
10900;62;17345;Gasolina;110;1;0;1600;3;1050
10950;67;15535;Gasolina;86;1;1;1300;4;1030
9450;66;15110;Gasolina;86;0;0;1300;5;1035
5900;73;232940;Diesel;72;0;0;2000;5;1172
6950;79;218118;Diesel;72;0;0;2000;5;1150
6000;78;217764;Diesel;72;1;0;2000;5;1135
5250;79;207114;GNC;110;1;0;1600;5;1114
4400;74;203254;Diesel;72;1;0;2000;3;1135
6750;77;200732;Diesel;72;1;0;2000;4;1100
8500;69;197501;Diesel;72;0;0;2000;5;1135
6150;80;194765;Diesel;72;0;0;2000;3;1120
6950;76;191620;Diesel;72;0;0;2000;5;1150
5750;76;183277;Diesel;72;0;0;2000;3;1115
8750;78;180378;Diesel;72;1;0;2000;4;1100
6500;70;178800;Diesel;72;0;0;2000;3;1115
5950;73;176177;Gasolina;110;1;0;1600;5;1075
6500;78;176000;Gasolina;86;0;0;1300;5;1035
10500;77;172980;Diesel;72;1;0;2000;5;1135
8500;77;170000;Diesel;72;0;0;2000;4;1100
7950;71;164000;Gasolina;110;1;0;1600;3;1050
5800;78;161775;Gasolina;86;1;0;1300;3;1015
6750;80;160000;Gasolina;86;0;0;1300;3;1015
6950;78;159968;Diesel;72;0;0;2000;3;1115
5740;74;159908;Gasolina;110;0;0;1600;3;1050
6550;73;158492;Gasolina;86;0;0;1300;3;1015
8950;69;156204;Diesel;72;1;0;2000;3;1115
6750;73;156169;Gasolina;86;1;0;1300;5;1035
7950;78;155210;Gasolina;110;0;0;1600;3;1050
7950;69;155000;Diesel;72;0;0;2000;3;1115
7450;76;154900;Diesel;72;1;0;2000;5;1140
7750;70;151300;Diesel;72;1;0;2000;5;1150
6450;71;151000;GNC;110;1;0;1600;5;1094
7900;75;150000;Diesel;72;1;0;2000;3;1135
6900;69;146304;Diesel;72;1;0;2000;3;1115
5600;75;146197;Gasolina;86;0;0;1300;3;1015
